title,doi,eid,scopus_id,year,cover_date,journal,issn,publisher,document_type,authors,affiliations,cited_by_count,open_access,scopus_url,discovery_source,review_status,download_status,oa_pdf_url,priority_score,candidate_rank
Lead zirconate titanate ceramics with aligned crystallite grains,10.1126/science.adf6161,2-s2.0-85151837334,85151837334,2023,2023-04-07,Science,00368075,,Article,,Xi'an Jiaotong University,262,False,https://api.elsevier.com/content/abstract/scopus_id/85151837334,scopus,PENDING,NOT_STARTED,,15,94
Superior energy storage properties with thermal stability in lead-free ceramics by constructing an antiferroelectric/relaxor-antiferroelectric crossover,10.1016/j.actamat.2023.118826,2-s2.0-85150071974,85150071974,2023,2023-05-01,Acta Materialia,13596454,,Article,,"Frontier Institute of Science and Technology, Xi'an Jiaotong University",51,False,https://api.elsevier.com/content/abstract/scopus_id/85150071974,scopus,PENDING,NOT_STARTED,,15,95
Energy storage density and charge–discharge properties of PbHf1−xSnxO3 antiferroelectric ceramics,10.1016/j.cej.2021.132540,2-s2.0-85115647722,85115647722,2022,2022-02-01,Chemical Engineering Journal,13858947,,Article,,Guangdong University of Technology,67,False,https://api.elsevier.com/content/abstract/scopus_id/85115647722,scopus,PENDING,NOT_STARTED,,15,96
Tuning the Circular Dichroism and Circular Polarized Luminescence Intensities of Chiral 2D Hybrid Organic–Inorganic Perovskites through Halogenation of the Organic Ions,10.1002/anie.202107239,2-s2.0-85112694471,85112694471,2021,2021-09-20,Angewandte Chemie International Edition,14337851,,Article,,National Taiwan University,164,False,https://api.elsevier.com/content/abstract/scopus_id/85112694471,scopus,PENDING,NOT_STARTED,,15,97
The ferroelectric photo ground state of SrTiO3: Cavity materials engineering,10.1073/pnas.2105618118,2-s2.0-85111575015,85111575015,2021,2021-08-03,Proceedings of the National Academy of Sciences of the United States of America,00278424,,Article,,Max Planck Institute for the Structure and Dynamics of Matter,94,True,https://api.elsevier.com/content/abstract/scopus_id/85111575015,scopus,PENDING,NOT_STARTED,,15,98
Direct measurement of ferroelectric polarization in a tunable semimetal,10.1038/s41467-021-25587-3,2-s2.0-85114556752,85114556752,2021,2021-12-01,Nature Communications,,,Article,,Carnegie Mellon University,81,True,https://api.elsevier.com/content/abstract/scopus_id/85114556752,scopus,PENDING,NOT_STARTED,,15,99
Unconventional Transverse Transport above and below the Magnetic Transition Temperature in Weyl Semimetal EuCd2As2,10.1103/physrevlett.126.076602,2-s2.0-85102413720,85102413720,2021,2021-02-18,Physical Review Letters,00319007,,Article,,Universität Zürich,76,True,https://api.elsevier.com/content/abstract/scopus_id/85102413720,scopus,PENDING,NOT_STARTED,,15,100
Machine-learning-guided discovery of the gigantic magnetocaloric effect in HoB2 near the hydrogen liquefaction temperature,10.1038/s41427-020-0214-y,2-s2.0-85084470578,85084470578,2020,2020-12-01,Npg Asia Materials,18844049,,Article,,University of Tsukuba; National Institute for Materials Science,147,True,https://api.elsevier.com/content/abstract/scopus_id/85084470578,scopus,PENDING,NOT_STARTED,,15,101
Ferroelectric-field accelerated charge transfer in 2D CuInP2S6 heterostructure for enhanced photocatalytic H2 evolution,10.1016/j.nanoen.2020.104972,2-s2.0-85087109328,85087109328,2020,2020-10-01,Nano Energy,22112855,,Article,,University of Electronic Science and Technology of China,146,False,https://api.elsevier.com/content/abstract/scopus_id/85087109328,scopus,PENDING,NOT_STARTED,,15,102
Magnetic transition and magnetocaloric properties in Tm2FeAl3 compound,10.1016/j.jmmm.2026.174110,2-s2.0-105035258203,105035258203,2026,2026-06-15,Journal of Magnetism and Magnetic Materials,03048853,,Article,,Hangzhou Dianzi University,19,False,https://api.elsevier.com/content/abstract/scopus_id/105035258203,scopus,PENDING,NOT_STARTED,,14,103
"Glassy formation ability, magnetic transition and low-temperature magnetocaloric performances of amorphous Ho30Gd30Ni20Cu20 ribbon",10.1016/j.ssc.2026.116323,2-s2.0-105027727366,105027727366,2026,2026-02-01,Solid State Communications,00381098,,Article,,Hangzhou Dianzi University,10,False,https://api.elsevier.com/content/abstract/scopus_id/105027727366,scopus,PENDING,NOT_STARTED,,14,104
Designing gadolinium-transition metals-based perovskite type high entropy oxides with good cryogenic magnetocaloric performances,10.1016/j.jmst.2024.05.004,2-s2.0-85194138100,85194138100,2025,2025-02-01,Journal of Materials Science and Technology,10050302,,Article,,Hangzhou Dianzi University,78,False,https://api.elsevier.com/content/abstract/scopus_id/85194138100,scopus,PENDING,NOT_STARTED,,14,105
Interface-induced dual-pinning mechanism enhances low-frequency electromagnetic wave loss,10.1038/s41467-024-47537-5,2-s2.0-85190543374,85190543374,2024,2024-12-01,Nature Communications,,,Article,,Beihang University,319,True,https://api.elsevier.com/content/abstract/scopus_id/85190543374,scopus,PENDING,NOT_STARTED,,14,106
"Experimental and theoretical insights into the structural, magnetic, and low-temperature magnetocaloric properties of RE2CoTiO6 (RE = Gd, Dy, and Er) double perovskite oxides",10.1039/d4ta05172f,2-s2.0-85208580605,85208580605,2024,2024-10-29,Journal of Materials Chemistry A,20507488,,Article,,Hangzhou Dianzi University,74,False,https://api.elsevier.com/content/abstract/scopus_id/85208580605,scopus,PENDING,NOT_STARTED,,14,107
"Control of spin on ferromagnetism and thermoelectric properties of K2GeMnX6 (X = Cl, Br, I) halide perovskites: emerging candidates for semiconductor spintronics and thermoelectric applications",10.1039/d3ma01160g,2-s2.0-85192985966,85192985966,2024,2024-05-08,Materials Advances,,,Article,,Jamia Millia Islamia,61,True,https://api.elsevier.com/content/abstract/scopus_id/85192985966,scopus,PENDING,NOT_STARTED,,14,108
Dual-role ion dynamics in ferroionic CuInP2S6: revealing the transition from ferroelectric to ionic switching mechanisms,10.1038/s41467-024-55160-7,2-s2.0-85213699986,85213699986,2024,2024-12-01,Nature Communications,,,Article,,Ningbo University of Technology,48,True,https://api.elsevier.com/content/abstract/scopus_id/85213699986,scopus,PENDING,NOT_STARTED,,14,109
Chemical Vapor Deposition Synthesis of Intrinsic High-Temperature Ferroelectric 2D CuCrSe2,10.1002/adma.202400655,2-s2.0-85185948080,85185948080,2024,2024-06-06,Advanced Materials,09359648,,Article,,Beijing Institute of Technology,42,True,https://api.elsevier.com/content/abstract/scopus_id/85185948080,scopus,PENDING,NOT_STARTED,,14,110
Engineering Thermoelectric Performance of α-GeTe by Ferroelectric Distortion,10.1002/eem2.12535,2-s2.0-85146339988,85146339988,2024,2024-03-01,Energy and Environmental Materials,25750348,,Article,,State Key Laboratory of Advanced Technology for Materials Synthesis and Processing,40,True,https://api.elsevier.com/content/abstract/scopus_id/85146339988,scopus,PENDING,NOT_STARTED,,14,111
High-Temperature Dielectric Relaxation and Electric Conduction Mechanisms in a LaCoO3-Modified Na0.5Bi0.5TiO3 System,10.1021/acsomega.3c04490,2-s2.0-85165910667,85165910667,2023,2023-07-18,ACS Omega,,,Article,,Guru Nanak Dev University,129,True,https://api.elsevier.com/content/abstract/scopus_id/85165910667,scopus,PENDING,NOT_STARTED,,14,112
Size-Induced Ferroelectricity in Antiferroelectric Oxide Membranes,10.1002/adma.202210562,2-s2.0-85150786855,85150786855,2023,2023-04-26,Advanced Materials,09359648,,Article,,Stanford University; NC State College of Engineering; SLAC National Accelerator Laboratory,50,True,https://api.elsevier.com/content/abstract/scopus_id/85150786855,scopus,PENDING,NOT_STARTED,,14,113
Polar Solomon rings in ferroelectric nanocrystals,10.1038/s41467-023-39668-y,2-s2.0-85163991191,85163991191,2023,2023-12-01,Nature Communications,,,Article,,"Tsinghua University; Advanced Research Institute of Multidisciplinary Science, Beijing Institute of Technology",49,True,https://api.elsevier.com/content/abstract/scopus_id/85163991191,scopus,PENDING,NOT_STARTED,,14,114
An Epitaxial Ferroelectric ScAlN/GaN Heterostructure Memory,10.1002/aelm.202200005,2-s2.0-85126184197,85126184197,2022,2022-09-01,Advanced Electronic Materials,,,Article,,"University of Michigan, Ann Arbor",70,True,https://api.elsevier.com/content/abstract/scopus_id/85126184197,scopus,PENDING,NOT_STARTED,,14,115
Energy storage performance of K0.5Na0.5NbO3-based ceramics modified by Bi(Zn2/3(Nb0.85Ta0.15)1/3)O3,10.1016/j.cej.2021.131465,2-s2.0-85112232267,85112232267,2021,2021-12-01,Chemical Engineering Journal,13858947,,Article,,Shaanxi University of Science and Technology,169,False,https://api.elsevier.com/content/abstract/scopus_id/85112232267,scopus,PENDING,NOT_STARTED,,14,116
Significantly enhanced piezoelectric performance in Bi4Ti3O12-based high-temperature piezoceramics via oxygen vacancy defects tailoring,10.1016/j.jmat.2020.08.003,2-s2.0-85091896128,85091896128,2021,2021-01-01,Journal of Materiomics,23528478,,Article,,"University of Chinese Academy of Sciences; Shanghai Institute of Ceramics, Chinese Academy of Sciences",105,True,https://api.elsevier.com/content/abstract/scopus_id/85091896128,scopus,PENDING,NOT_STARTED,,14,117
Giant energy storage efficiency and high recoverable energy storage density achieved in K0.5Na0.5NbO3-Bi(Zn0.5Zr0.5)O3ceramics,10.1039/d0tc01711f,2-s2.0-85088037062,85088037062,2020,2020-07-14,Journal of Materials Chemistry C,20507534,,Article,,Shaanxi University of Science and Technology,188,False,https://api.elsevier.com/content/abstract/scopus_id/85088037062,scopus,PENDING,NOT_STARTED,,14,118
Evidence of a magnetic transition in atomically thin Cr2TiC2T: X MXene,10.1039/d0nh00343c,2-s2.0-85096531282,85096531282,2020,2020-12-01,Nanoscale Horizons,20556756,,Article,,Drexel University; Drexel University College of Engineering,107,False,https://api.elsevier.com/content/abstract/scopus_id/85096531282,scopus,PENDING,NOT_STARTED,,14,119
Engineered local polarization disorder unlocks record efficiency in antiferroelectric capacitors,10.1038/s41467-026-72274-2,2-s2.0-105042524802,105042524802,2026,2026-12-01,Nature Communications,,,Article,,"Faculty of Electronic and Information Engineering, Xi'an Jiaotong University",7,True,https://api.elsevier.com/content/abstract/scopus_id/105042524802,scopus,PENDING,NOT_STARTED,,13,120
Intrinsic Ferroelectricity in ɛ-Ga2O3: Experimental and Theoretical Insights,10.1002/adfm.202524055,2-s2.0-105022214485,105022214485,2026,2026-03-30,Advanced Functional Materials,1616301X,,Article,,Southern University of Science and Technology; State Key Laboratory of Advanced Technology for Materials Synthesis and Processing,6,True,https://api.elsevier.com/content/abstract/scopus_id/105022214485,scopus,PENDING,NOT_STARTED,,13,121
Molecular Symmetry and Geometry Engineering for High-Temperature Ferroelectricity and Low Coercive Field in Hybrid Metal Halides,10.1002/anie.202523302,2-s2.0-105022732264,105022732264,2026,2026-01-16,Angewandte Chemie International Edition,14337851,,Article,,Southeast University,4,True,https://api.elsevier.com/content/abstract/scopus_id/105022732264,scopus,PENDING,NOT_STARTED,,13,122
"Ultrahigh piezoelectric performances of (K,Na)NbO3 based ceramics enabled by structural flexibility and grain orientation",10.1038/s41467-025-56074-8,2-s2.0-85216561413,85216561413,2025,2025-12-01,Nature Communications,,,Article,,University of Science and Technology Beijing,67,True,https://api.elsevier.com/content/abstract/scopus_id/85216561413,scopus,PENDING,NOT_STARTED,,13,123
Multiple Polarization States in Hf1−xZrxO2 Thin Films by Ferroelectric and Antiferroelectric Coupling,10.1002/adma.202411463,2-s2.0-85212788756,85212788756,2025,2025-02-12,Advanced Materials,09359648,,Article,,Xiangtan University,25,True,https://api.elsevier.com/content/abstract/scopus_id/85212788756,scopus,PENDING,NOT_STARTED,,13,124
2D ferroelectric narrow-bandgap semiconductor Wurtzite’ type α-In2Se3 and its silicon-compatible growth,10.1038/s41467-025-62822-7,2-s2.0-105012976920,105012976920,2025,2025-12-01,Nature Communications,,,Article,,University of Science and Technology of China; Institute of Metal Research Chinese Academy of Sciences,22,True,https://api.elsevier.com/content/abstract/scopus_id/105012976920,scopus,PENDING,NOT_STARTED,,13,125
Interface phenomena and emerging functionalities in ferroelectric oxide based heterostructures,10.1039/d4cc05836d,2-s2.0-86000547919,86000547919,2025,2025-02-03,Chemical Communications,13597345,,Article,,University of Nebraska–Lincoln,21,True,https://api.elsevier.com/content/abstract/scopus_id/86000547919,scopus,PENDING,NOT_STARTED,,13,126
Bevel-edge epitaxy of ferroelectric rhombohedral boron nitride single crystal,10.1038/s41586-024-07286-3,2-s2.0-85191815214,85191815214,2024,2024-05-02,Nature,00280836,,Article,,Institute of Physics Chinese Academy of Sciences,97,False,https://api.elsevier.com/content/abstract/scopus_id/85191815214,scopus,PENDING,NOT_STARTED,,13,127
Multiscale reconfiguration induced highly saturated poling in lead-free piezoceramics for giant energy conversion,10.1038/s41467-024-46894-5,2-s2.0-85188447380,85188447380,2024,2024-12-01,Nature Communications,,,Article,,Tongji University,60,True,https://api.elsevier.com/content/abstract/scopus_id/85188447380,scopus,PENDING,NOT_STARTED,,13,128
Compromise Optimized Superior Energy Storage Performance in Lead-Free Antiferroelectrics by Antiferroelectricity Modulation and Nanodomain Engineering,10.1002/smll.202306486,2-s2.0-85173518769,85173518769,2024,2024-02-15,Small,16136810,,Article,,University of Science and Technology Beijing,35,True,https://api.elsevier.com/content/abstract/scopus_id/85173518769,scopus,PENDING,NOT_STARTED,,13,129
"Multiprincipal Element M2FeC (M = Ti,V,Nb,Ta,Zr) MAX Phases with Synergistic Effect of Dielectric and Magnetic Loss",10.1002/advs.202206877,2-s2.0-85147180223,85147180223,2023,2023-04-05,Advanced Science,,,Article,,"University of Chinese Academy of Sciences; Ningbo Institute of Industrial Technology, Chinese Academy of Sciences; Qianwan Institute of CNITECH",115,True,https://api.elsevier.com/content/abstract/scopus_id/85147180223,scopus,PENDING,NOT_STARTED,,13,130
"Greatly improved piezoelectricity and thermal stability of (Na, Sm) Co-doped CaBi2Nb2O9 ceramics",10.1016/j.apmate.2023.100116,2-s2.0-85149742492,85149742492,2023,2023-07-01,Advanced Powder Materials,,,Article,,Central South University,74,True,https://api.elsevier.com/content/abstract/scopus_id/85149742492,scopus,PENDING,NOT_STARTED,,13,131
Above-room-temperature strong intrinsic ferromagnetism in 2D van der Waals Fe3GaTe2 with large perpendicular magnetic anisotropy,10.1038/s41467-022-32605-5,2-s2.0-85137108836,85137108836,2022,2022-12-01,Nature Communications,,,Article,,Huazhong University of Science and Technology,461,True,https://api.elsevier.com/content/abstract/scopus_id/85137108836,scopus,PENDING,NOT_STARTED,,13,132
Synthesis of Group VIII Magnetic Transition-Metal-Doped Monolayer MoSe2,10.1021/acsnano.2c02214,2-s2.0-85134583197,85134583197,2022,2022-07-26,ACS Nano,19360851,,Article,,Hunan University,88,False,https://api.elsevier.com/content/abstract/scopus_id/85134583197,scopus,PENDING,NOT_STARTED,,13,133
The construction of a two-dimensional organic-inorganic hybrid double perovskite ferroelastic with a high Tc and narrow band gap,10.1039/d1sc07045b,2-s2.0-85128474207,85128474207,2022,2022-03-30,Chemical Science,20416520,,Article,,Southeast University; Zhejiang Normal University,76,True,https://api.elsevier.com/content/abstract/scopus_id/85128474207,scopus,PENDING,NOT_STARTED,,13,134
"Scrutinized the inherent spin half-metallicity and thermoelectric response of f-electron-based RbMO3 (M = Np, Pu) perovskites: a computational assessment",10.1038/s41598-022-22633-y,2-s2.0-85141864462,85141864462,2022,2022-12-01,Scientific Reports,,,Article,,Jamia Millia Islamia,68,True,https://api.elsevier.com/content/abstract/scopus_id/85141864462,scopus,PENDING,NOT_STARTED,,13,135
"Intercalated architecture of MA2Z4 family layered van der Waals materials with emerging topological, magnetic and superconducting properties",10.1038/s41467-021-22324-8,2-s2.0-85104819698,85104819698,2021,2021-12-01,Nature Communications,,,Article,,University of Science and Technology of China; Institute of Metal Research Chinese Academy of Sciences,454,True,https://api.elsevier.com/content/abstract/scopus_id/85104819698,scopus,PENDING,NOT_STARTED,,13,136
Room-temperature intrinsic ferromagnetism in epitaxial CrTe2 ultrathin films,10.1038/s41467-021-22777-x,2-s2.0-85105215476,85105215476,2021,2021-12-01,Nature Communications,,,Article,,Nanjing University; College of Arts and Science,406,True,https://api.elsevier.com/content/abstract/scopus_id/85105215476,scopus,PENDING,NOT_STARTED,,13,137
500-Fold Amplification of Small Molecule Circularly Polarised Luminescence through Circularly Polarised FRET,10.1002/anie.202011745,2-s2.0-85096916055,85096916055,2021,2021-01-04,Angewandte Chemie International Edition,14337851,,Article,,Imperial College London,175,True,https://api.elsevier.com/content/abstract/scopus_id/85096916055,scopus,PENDING,NOT_STARTED,,13,138
Piezoelectric ceramics with high piezoelectricity and broad temperature usage range,10.1016/j.jmat.2020.11.012,2-s2.0-85102943686,85102943686,2021,2021-07-01,Journal of Materiomics,23528478,,Article,,State Key Laboratory of Silicate Materials for Architectures,80,True,https://api.elsevier.com/content/abstract/scopus_id/85102943686,scopus,PENDING,NOT_STARTED,,13,139
Reprogrammable shape morphing of magnetic soft machines,10.1126/sciadv.abc6414,2-s2.0-85091324949,85091324949,2020,2020-09-01,Science Advances,,,Article,,Max Planck Institute for Intelligent Systems,347,True,https://api.elsevier.com/content/abstract/scopus_id/85091324949,scopus,PENDING,NOT_STARTED,,13,140
Magnetic and spectroscopic properties of Ni-Zn-Al ferrite spinel: From the nanoscale to microscale,10.1039/d0ra05522k,2-s2.0-85091991644,85091991644,2020,2020-09-18,Rsc Advances,,,Article,,University of Sfax,306,True,https://api.elsevier.com/content/abstract/scopus_id/85091991644,scopus,PENDING,NOT_STARTED,,13,141
Phase-controllable growth of ultrathin 2D magnetic FeTe crystals,10.1038/s41467-020-17253-x,2-s2.0-85088381537,85088381537,2020,2020-12-01,Nature Communications,,,Article,,School of Materials Science and Engineering; CNRS-International-NTU-Thales Research Alliance (CINTRA),213,True,https://api.elsevier.com/content/abstract/scopus_id/85088381537,scopus,PENDING,NOT_STARTED,,13,142
Enabling room temperature ferromagnetism in monolayer MoS2 via in situ iron-doping,10.1038/s41467-020-15877-7,2-s2.0-85083991659,85083991659,2020,2020-12-01,Nature Communications,,,Article,,"Charles V. Schaefer, Jr. School of Engineering and Science",193,True,https://api.elsevier.com/content/abstract/scopus_id/85083991659,scopus,PENDING,NOT_STARTED,,13,143
Many-Body Electronic Structure of NdNiO2 and CaCuO2,10.1103/physrevx.10.021061,2-s2.0-85084707251,85084707251,2020,2020-06-01,Physical Review X,,,Article,,The Fu Foundation School of Engineering and Applied Science,170,True,https://api.elsevier.com/content/abstract/scopus_id/85084707251,scopus,PENDING,NOT_STARTED,,13,144
Machine learning the magnetocaloric effect in manganites from compositions and structural parameters,10.1063/1.5144241,2-s2.0-85082491401,85082491401,2020,2020-03-01,Aip Advances,,,Article,,NC State University,106,True,https://api.elsevier.com/content/abstract/scopus_id/85082491401,scopus,PENDING,NOT_STARTED,,13,145
Electronic and spintronic properties of the multiferroic GdBr2/In2Se3 van der Waals heterostructure,10.1016/j.jpcs.2025.113294,2-s2.0-105018950929,105018950929,2026,2026-02-01,Journal of Physics and Chemistry of Solids,00223697,,Article,,Northwestern Polytechnical University,4,False,https://api.elsevier.com/content/abstract/scopus_id/105018950929,scopus,PENDING,NOT_STARTED,,12,146
High-pressure synthesis and high-performance half metallicity of quadruple perovskite oxide DyCu3Fe2Re2O12,10.1016/j.fmre.2024.11.024,2-s2.0-85219070551,85219070551,2026,2026-05-01,Fundamental Research,20969457,,Article,,University of Chinese Academy of Sciences; Institute of Physics Chinese Academy of Sciences,4,True,https://api.elsevier.com/content/abstract/scopus_id/85219070551,scopus,PENDING,NOT_STARTED,,12,147
"Computational screening of 2D pentagonal materials with room-temperature altermagnetism, multiferroicity, and topological states",10.1007/s40843-025-3600-1,2-s2.0-105019753237,105019753237,2026,2026-01-01,Science China Materials,20958226,,Article,,University of Science and Technology of China,3,False,https://api.elsevier.com/content/abstract/scopus_id/105019753237,scopus,PENDING,NOT_STARTED,,12,148
"Pioneering computational insights into the structural, magnetic, and thermoelectric properties of A3XN (A=Co, Fe; X=Cu, Zn) anti-perovskites for advanced material applications",10.1016/j.mssp.2024.108925,2-s2.0-85205290657,85205290657,2025,2025-01-01,Materials Science in Semiconductor Processing,13698001,,Article,,Jamia Millia Islamia,29,True,https://api.elsevier.com/content/abstract/scopus_id/85205290657,scopus,PENDING,NOT_STARTED,,12,149
Efficient Mn2+Doping in Non-Stoichiometric Cesium Lead Bromide Perovskite Quantum Dots,10.1021/jacs.5c12086,2-s2.0-105016849248,105016849248,2025,2025-09-24,Journal of the American Chemical Society,00027863,,Article,,The University of Oklahoma,21,True,https://api.elsevier.com/content/abstract/scopus_id/105016849248,scopus,PENDING,NOT_STARTED,,12,150
Manipulating perovskite structural asymmetry for high-performing self-powered full-stokes polarimetry,10.1126/sciadv.ads6123,2-s2.0-85219568527,85219568527,2025,2025-02-28,Science Advances,,,Article,,Nankai University; Ningde Normal University,21,True,https://api.elsevier.com/content/abstract/scopus_id/85219568527,scopus,PENDING,NOT_STARTED,,12,151
"Magnetic properties, critical behavior, and magnetocaloric effect of Nd1−xSrxMnO3 (0.2 ≤ x ≤ 0.5): The role of Sr doping concentration",10.1063/5.0229032,2-s2.0-85203104256,85203104256,2024,2024-09-07,Journal of Applied Physics,00218979,,Article,,Hangzhou Dianzi University,62,True,https://api.elsevier.com/content/abstract/scopus_id/85203104256,scopus,PENDING,NOT_STARTED,,12,152
Origin of Polarization in Bismuth Sodium Titanate-Based Ceramics,10.1021/jacs.3c13927,2-s2.0-85185610503,85185610503,2024,2024-02-28,Journal of the American Chemical Society,00027863,,Article,,Queen Mary University of London,48,True,https://api.elsevier.com/content/abstract/scopus_id/85185610503,scopus,PENDING,NOT_STARTED,,12,153
Magnetic and magnetocaloric effect of Ba2FeReO6 double perovskite: Ab-initio and Monte Carlo studies,10.1016/j.vacuum.2024.113090,2-s2.0-85186267689,85186267689,2024,2024-04-01,Vacuum,0042207X,,Article,,Faculté des Sciences de Meknès,37,False,https://api.elsevier.com/content/abstract/scopus_id/85186267689,scopus,PENDING,NOT_STARTED,,12,154
"Physical properties of vacancy-ordered double perovskites K2TcZ6 (Z = Cl, Br) for spintronics applications: DFT calculations",10.1039/d3ra07603b,2-s2.0-85181813495,85181813495,2024,2024-01-08,Rsc Advances,,,Article,,Princess Nourah Bint Abdulrahman University,36,True,https://api.elsevier.com/content/abstract/scopus_id/85181813495,scopus,PENDING,NOT_STARTED,,12,155
General low-temperature growth of two-dimensional nanosheets from layered and nonlayered materials,10.1038/s41467-023-35983-6,2-s2.0-85146571058,85146571058,2023,2023-12-01,Nature Communications,,,Article,,Hunan University,127,True,https://api.elsevier.com/content/abstract/scopus_id/85146571058,scopus,PENDING,NOT_STARTED,,12,156
The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys,10.1016/j.mtphys.2023.101031,2-s2.0-85147797380,85147797380,2023,2023-03-01,Materials Today Physics,,,Article,,Hangzhou Dianzi University; State Key Laboratory of Advanced Special Steel,120,False,https://api.elsevier.com/content/abstract/scopus_id/85147797380,scopus,PENDING,NOT_STARTED,,12,157
Ultrahigh Oxygen Ion Mobility in Ferroelectric Hafnia,10.1103/physrevlett.131.256801,2-s2.0-85180941301,85180941301,2023,2023-12-22,Physical Review Letters,00319007,,Article,,Westlake University,64,False,https://api.elsevier.com/content/abstract/scopus_id/85180941301,scopus,PENDING,NOT_STARTED,,12,158
Thermal Stability of the Ferroelectric Properties in 100 nm-Thick Al0.72Sc0.28N,10.1021/acsami.2c18313,2-s2.0-85147300038,85147300038,2023,2023-02-08,ACS Applied Materials and Interfaces,19448244,,Article,,NaMLab gGmbH,62,False,https://api.elsevier.com/content/abstract/scopus_id/85147300038,scopus,PENDING,NOT_STARTED,,12,159
Enhanced piezoelectricity in Na and Ce co-doped CaBi4Ti4O15 ceramics for high-temperature applications,10.26599/jac.2023.9220754,2-s2.0-85164990591,85164990591,2023,2023-07-01,Journal of Advanced Ceramics,22264108,,Article,,Queen Mary University of London,54,True,https://api.elsevier.com/content/abstract/scopus_id/85164990591,scopus,PENDING,NOT_STARTED,,12,160
"Effects of A, B-site multiple ion co-doping on the structure, magnetic, magnetocaloric effect, and critical behavior of La0.7-xNd0.1Sr0.2KxMn0.95Ni0.05O3 ceramics",10.1016/j.ceramint.2023.07.235,2-s2.0-85166622614,85166622614,2023,2023-10-15,Ceramics International,02728842,,Article,,Guilin University of Technology,47,False,https://api.elsevier.com/content/abstract/scopus_id/85166622614,scopus,PENDING,NOT_STARTED,,12,161
Electric-Field-Induced Room-Temperature Antiferroelectric-Ferroelectric Phase Transition in van der Waals Layered GeSe,10.1021/acsnano.1c09183,2-s2.0-85122695447,85122695447,2022,2022-01-25,ACS Nano,19360851,,Article,,East China Normal University,85,False,https://api.elsevier.com/content/abstract/scopus_id/85122695447,scopus,PENDING,NOT_STARTED,,12,162
XGBoost model for electrocaloric temperature change prediction in ceramics,10.1038/s41524-022-00826-3,2-s2.0-85133215310,85133215310,2022,2022-12-01,Npj Computational Materials,,,Article,,College of Engineering,70,True,https://api.elsevier.com/content/abstract/scopus_id/85133215310,scopus,PENDING,NOT_STARTED,,12,163
A Novel Soft-Magnetic B2-Based Multiprincipal-Element Alloy with a Uniform Distribution of Coherent Body-Centered-Cubic Nanoprecipitates,10.1002/adma.202006723,2-s2.0-85101925909,85101925909,2021,2021-04-01,Advanced Materials,09359648,,Article,,Dalian University of Technology,146,True,https://api.elsevier.com/content/abstract/scopus_id/85101925909,scopus,PENDING,NOT_STARTED,,12,164
"Features of structure, magnetic state and electrodynamic performance of SrFe12−xInxO19",10.1038/s41598-021-97684-8,2-s2.0-85115208104,85115208104,2021,2021-12-01,Scientific Reports,,,Article,,"National Academy of Sciences of Ukraine; Joint Institute for Nuclear Research, Dubna; South Ural State University",144,True,https://api.elsevier.com/content/abstract/scopus_id/85115208104,scopus,PENDING,NOT_STARTED,,12,165
Itinerant ferromagnetism in van der Waals Fe5-xGeTe2 crystals above room temperature,10.1103/physrevb.102.064417,2-s2.0-85090119606,85090119606,2020,2020-08-01,Physical Review B,24699950,,Article,,Department of Materials Science and Engineering,142,True,https://api.elsevier.com/content/abstract/scopus_id/85090119606,scopus,PENDING,NOT_STARTED,,12,166
"Li/Mn co-doped K0.5Bi4.5Ti4O15 high-temperature piezoelectric ceramics: Structures, properties, and ultrasonic transducer applications",10.26599/jac.2026.9221277,2-s2.0-105040904479,105040904479,2026,2026-04-01,Journal of Advanced Ceramics,22264108,,Article,,Chengdu University,9,True,https://api.elsevier.com/content/abstract/scopus_id/105040904479,scopus,PENDING,NOT_STARTED,,11,167
Superior lead-free piezoceramics for wearable multimodal ultrasound imaging arrays,10.1038/s41467-025-66913-3,2-s2.0-105027174499,105027174499,2026,2026-12-01,Nature Communications,,,Article,,School of Physics,8,True,https://api.elsevier.com/content/abstract/scopus_id/105027174499,scopus,PENDING,NOT_STARTED,,11,168
Ultrahigh energy storage density and efficiency in AgNbO3-based ceramics by percolating interaction between antipolar regions and defect pairs,10.1038/s41467-026-68297-4,2-s2.0-105029884910,105029884910,2026,2026-12-01,Nature Communications,,,Article,,"Frontier Institute of Science and Technology, Xi'an Jiaotong University",7,True,https://api.elsevier.com/content/abstract/scopus_id/105029884910,scopus,PENDING,NOT_STARTED,,11,169
Optimizing magnetocaloric properties in rare-earth doped La0.8Sr0.2MnO3 ceramics: unveiling the synergy of lattice distortion and electronic structure,10.1016/j.cjph.2025.11.012,2-s2.0-105043486813,105043486813,2026,2026-10-01,Chinese Journal of Physics,05779073,,Article,,Southwest Petroleum University China,6,False,https://api.elsevier.com/content/abstract/scopus_id/105043486813,scopus,PENDING,NOT_STARTED,,11,170
Tuning magnetocaloric properties in La0.8-xGdxSr0.2MnO3 ceramics by Gd3+doping: A combined study via first-principles calculations and sol-gel synthesis,10.1016/j.ceramint.2026.02.318,2-s2.0-105034357325,105034357325,2026,2026-05-01,Ceramics International,02728842,,Article,,Southwest Petroleum University China,6,False,https://api.elsevier.com/content/abstract/scopus_id/105034357325,scopus,PENDING,NOT_STARTED,,11,171
